"kingdom","phylum","class","order","family","genus","species"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_pneumoniae"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9715","GGB9715_SGB15266"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB25442","GGB25442_SGB37397"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9616","GGB9616_SGB15051"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9591","GGB9591_SGB15013"
"Bacteria","Firmicutes","CFGB1311","OFGB1311","FGB1311","GGB3138","GGB3138_SGB4151"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9603","GGB9603_SGB15035"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3637","GGB3637_SGB4930"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GGB1549","GGB1549_SGB2133"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GGB27848","GGB27848_SGB40282"
"Bacteria","Firmicutes","CFGB2833","OFGB2833","FGB2833","GGB74665","GGB74665_SGB13972"
"Bacteria","Firmicutes","CFGB2997","OFGB2997","FGB2997","GGB9445","GGB9445_SGB14835"
"Bacteria","Firmicutes","CFGB72924","OFGB72924","FGB72924","GGB3612","GGB3612_SGB4882"
"Bacteria","Tenericutes","CFGB1789","OFGB1789","FGB1789","GGB4754","GGB4754_SGB6584"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_faecalis"
"Bacteria","Firmicutes","CFGB16911","OFGB16911","FGB16911","GGB49418","GGB49418_SGB69331"
"Bacteria","Firmicutes","CFGB1776","OFGB1776","FGB1776","GGB4678","GGB4678_SGB6468"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides","Sanguibacteroides_justesenii"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9595","GGB9595_SGB15019"
"Bacteria","Firmicutes","CFGB2936","OFGB2936","FGB2936","GGB9266","GGB9266_SGB14216"
"Bacteria","Firmicutes","CFGB1799","OFGB1799","FGB1799","GGB4770","GGB4770_SGB6604"
"Bacteria","Firmicutes","CFGB58291","OFGB58291","FGB58291","GGB9263","GGB9263_SGB14211"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9616","GGB9616_SGB15062"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4604","GGB4604_SGB6370"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","GGB48169","GGB48169_SGB66172"
"Bacteria","Firmicutes","CFGB4616","OFGB4616","FGB4616","GGB74818","GGB74818_SGB47415"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Tractidigestivibacter","Tractidigestivibacter_SGB42906"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","GGB1425","GGB1425_SGB1964"
"Bacteria","Firmicutes","CFGB2905","OFGB2905","FGB2905","GGB9224","GGB9224_SGB14165"
"Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","GGB6513","GGB6513_SGB9199"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia_SGB14778"
"Bacteria","Proteobacteria","CFGB2404","OFGB2404","FGB2404","GGB6613","GGB6613_SGB9347"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","Clostridium_saccharogumia"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3817","GGB3817_SGB5182"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3678","GGB3678_SGB4991"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter_ruminantium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_gallolyticus"
"Bacteria","Bacteroidota","CFGB658","OFGB658","FGB658","GGB1627","GGB1627_SGB2227"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_lutetiensis"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","Cetobacterium_somerae"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Mogibacterium","Mogibacterium_kristiansenii"
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_piger"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1153","GGB1153_SGB1481"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3622","GGB3622_SGB4899"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_obesi"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB9383","GGB9383_SGB72489"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_sp_DJF_B143"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Lentihominibacter","Lentihominibacter_SGB71368"
"Bacteria","Firmicutes","CFGB79015","OFGB79015","FGB79015","GGB4672","GGB4672_SGB6461"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB18384","GGB18384_SGB14373"
"Bacteria","Firmicutes","CFGB1838","OFGB1838","FGB1838","GGB4884","GGB4884_SGB6823"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_SGB2302"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","Bacteroidales_bacterium_KA00344"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_atypica"
"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_intestini"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia","Senegalimassilia_SGB14826"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella","Lancefieldella_parvula"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Gemella","Gemella_sanguinis"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_SGB6028"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3828","GGB3828_SGB5197"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Lawsonibacter","Lawsonibacter_SGB15145"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3277","GGB3277_SGB4327"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Frisingicoccus","Frisingicoccus_caecimuris"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_pontis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_corporis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_mundtii"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_acidifaciens"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","GGB45656","GGB45656_SGB63370"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_massiliensis"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_michiganensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_animalis"
"Bacteria","Candidatus_Saccharibacteria","Candidatus_Saccharimonadia","Candidatus_Nanosynbacterales","Candidatus_Nanosynbacteraceae","Candidatus_Nanosynbacter","Candidatus_Nanosynbacter_sp_HMT_352"
"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_striatum"
"Bacteria","Firmicutes","CFGB1249","OFGB1249","FGB1249","GGB3032","GGB3032_SGB4027"
"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB3004","GGB3004_SGB3995"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Phytobacter","Phytobacter_diazotrophicus"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Merdibacter","Merdibacter_massiliensis"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania_massiliensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_sp_F0442"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor","Flavonifractor_sp_An10"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB9695","GGB9695_SGB15210"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4581","GGB4581_SGB6331"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_perfringens"
"Bacteria","Firmicutes","CFGB3062","OFGB3062","FGB3062","GGB9747","GGB9747_SGB15355"
"Bacteria","Firmicutes","CFGB2985","OFGB2985","FGB2985","GGB9349","GGB9349_SGB14316"
"Bacteria","Firmicutes","CFGB3071","OFGB3071","FGB3071","GGB34197","GGB34197_SGB53486"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_1001270J_160509_D11"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_SGB1983"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_SGB6177"
"Bacteria","Firmicutes","CFGB10341","OFGB10341","FGB10341","GGB4555","GGB4555_SGB6286"
"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified_SGB4554"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus_sp_AF41_9"
"Bacteria","Bacteroidota","CFGB667","OFGB667","FGB667","GGB1661","GGB1661_SGB2275"
"Bacteria","Firmicutes","CFGB2918","OFGB2918","FGB2918","GGB9289","GGB9289_SGB14244"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_SGB1982"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_massiliensis"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_rogosae"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9590","GGB9590_SGB15012"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_sp_An31A"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_celatum"
"Bacteria","Firmicutes","CFGB15212","OFGB15212","FGB15212","GGB41458","GGB41458_SGB58520"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Jutongia","Jutongia_hominis"
"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionibacterium","Propionibacterium_freudenreichii"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79121","GGB79121_SGB105833"
"Bacteria","Firmicutes","CFGB72904","OFGB72904","FGB72904","GGB47150","GGB47150_SGB65079"
"Bacteria","Firmicutes","CFGB3023","OFGB3023","FGB3023","GGB9501","GGB9501_SGB14898"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_reuteri"
"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB75036","GGB75036_SGB102224"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB45599","GGB45599_SGB63311"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Culturomica","Culturomica_massiliensis"
"Bacteria","Firmicutes","CFGB3069","OFGB3069","FGB3069","GGB9768","GGB9768_SGB15386"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Angelakisella","Angelakisella_massiliensis"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","GGB6546","GGB6546_SGB9245"
"Bacteria","Actinobacteria","CFGB77988","OFGB77988","FGB77988","GGB9355","GGB9355_SGB14328"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9608","GGB9608_SGB15042"
"Bacteria","Firmicutes","CFGB3038","OFGB3038","FGB3038","GGB9536","GGB9536_SGB14939"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4596","GGB4596_SGB6358"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus","Faecalibacillus_faecis"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4552","GGB4552_SGB6274"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9635","GGB9635_SGB15103"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Marseilla","Marseilla_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3189","GGB3189_SGB4212"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella_timonensis"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Mesosutterella","Mesosutterella_multiformis"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9434","GGB9434_SGB14812"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter","Gordonibacter_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9452","GGB9452_SGB14843"
"Bacteria","Bacteroidota","CFGB667","OFGB667","FGB667","GGB1662","GGB1662_SGB2276"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4546","GGB4546_SGB6267"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_gordonii"
"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_provencensis"
"Bacteria","Bacteroidota","CFGB602","OFGB602","FGB602","GGB1420","GGB1420_SGB1957"
"Bacteria","Firmicutes","CFGB2937","OFGB2937","FGB2937","GGB9271","GGB9271_SGB14222"
"Bacteria","Actinobacteria","CFGB77153","OFGB77153","FGB77153","GGB70521","GGB70521_SGB94953"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9737","GGB9737_SGB15309"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB45461","GGB45461_SGB63131"
"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","bacterium_210820_DFI_6_37"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Turicimonas","Turicimonas_muris"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3818","GGB3818_SGB5183"
"Bacteria","Firmicutes","CFGB2906","OFGB2906","FGB2906","GGB9225","GGB9225_SGB14166"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_marasmi"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_D5"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonellaceae_unclassified","Veillonellaceae_bacterium"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3609","GGB3609_SGB4877"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3606","GGB3606_SGB4870"
"Bacteria","Firmicutes","CFGB1380","OFGB1380","FGB1380","GGB3363","GGB3363_SGB4448"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilicoli","Massilicoli_timonensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_durans"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB9580","GGB9580_SGB14998"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_hominis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_C5_48"
"Bacteria","Actinobacteria","CFGB77988","OFGB77988","FGB77988","GGB9356","GGB9356_SGB14329"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_sp_An11"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus","Latilactobacillus_curvatus"
"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_SGB19292"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB27106","GGB27106_SGB6188"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79098","GGB79098_SGB119773"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79118","GGB79118_SGB105839"
"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","GGB79395","GGB79395_SGB105947"
"Bacteria","Bacteroidota","CFGB618","OFGB618","FGB618","GGB1455","GGB1455_SGB2018"
"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium_SGB5790"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9730","GGB9730_SGB15290"
"Bacteria","Firmicutes","CFGB1260","OFGB1260","FGB1260","GGB3057","GGB3057_SGB71294"
"Bacteria","Firmicutes","CFGB1298","OFGB1298","FGB1298","GGB3118","GGB3118_SGB4130"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_vaginalis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79104","GGB79104_SGB105821"
"Bacteria","Firmicutes","CFGB1304","OFGB1304","FGB1304","GGB74827","GGB74827_SGB4137"
"Bacteria","Firmicutes","CFGB1258","OFGB1258","FGB1258","GGB3051","GGB3051_SGB4051"
"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified_SGB47660"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_bacterium_EP_SM_12S_S03"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4593","GGB4593_SGB6353"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_haliotis"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_SGB9281"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_coprophilus"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister_hominis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","GGB1385","GGB1385_SGB1890"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4585","GGB4585_SGB6340"
"Bacteria","Bacteroidota","CFGB593","OFGB593","FGB593","GGB1345","GGB1345_SGB1803"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella_secunda"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fluxus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9739","GGB9739_SGB15313"
"Bacteria","Firmicutes","CFGB1380","OFGB1380","FGB1380","GGB3363","GGB3363_SGB4447"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella_cibaria"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_infantis"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_braakii"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_constellatus"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","Solobacterium_SGB6829"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_dentalis"
"Bacteria","Bacteroidota","CFGB7603","OFGB7603","FGB7603","GGB33753","GGB33753_SGB49927"
"Bacteria","Bacteroidota","CFGB1458","OFGB1458","FGB1458","GGB1458","GGB1458_SGB2021"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella_faecis"
"Bacteria","Firmicutes","CFGB10312","OFGB10312","FGB10312","GGB4644","GGB4644_SGB6428"
"Bacteria","Firmicutes","CFGB58251","OFGB58251","FGB58251","GGB9764","GGB9764_SGB15381"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Butyricicoccus","Butyricicoccus_intestinisimiae"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_brevis"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","GGB6648","GGB6648_SGB9389"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Enorma","Enorma_burkinafasonensis"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Paratractidigestivibacter","Paratractidigestivibacter_faecalis"
"Bacteria","Bacteroidota","CFGB4448","OFGB4448","FGB4448","GGB1617","GGB1617_SGB2214"
"Bacteria","Bacteroidota","CFGB11479","OFGB11479","FGB11479","GGB1629","GGB1629_SGB2237"
"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema_berlinense"
"Bacteria","Firmicutes","CFGB1470","OFGB1470","FGB1470","GGB3717","GGB3717_SGB5040"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3095","GGB3095_SGB4103"
"Bacteria","Bacteroidota","CFGB653","OFGB653","FGB653","GGB1615","GGB1615_SGB2212"
"Bacteria","Lentisphaerae","CFGB10083","OFGB10083","FGB10083","GGB10693","GGB10693_SGB17348"
"Bacteria","Bacteroidota","CFGB544","OFGB544","FGB544","GGB1123","GGB1123_SGB1437"
"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Puniceicoccaceae_unclassified","Puniceicoccaceae_unclassified_SGB8769"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","GGB1380","GGB1380_SGB1883"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9619","GGB9619_SGB15066"
"Bacteria","Firmicutes","CFGB13532","OFGB13532","FGB13532","GGB13532","GGB13532_SGB14832"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalicoccus","Faecalicoccus_pleomorphus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB79394","GGB79394_SGB105952"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_provencensis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_sp_AGMB00274"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Velocimicrobium","Velocimicrobium_porci"
"Bacteria","Bacteroidota","CFGB7511","OFGB7511","FGB7511","GGB1158","GGB1158_SGB1488"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Enorma","Enorma_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus_sp_AF13_28"
"Bacteria","Bacteroidota","CFGB4425","OFGB4425","FGB4425","GGB74504","GGB74504_SGB48228"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp_An181"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3632","GGB3632_SGB4921"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_gelidum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_oxytoca"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp_An118"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB42690","GGB42690_SGB59894"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9620","GGB9620_SGB15070"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB9580","GGB9580_SGB14996"
"Bacteria","Firmicutes","CFGB74971","OFGB74971","FGB74971","GGB9334","GGB9334_SGB14298"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3267","GGB3267_SGB4317"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3344","GGB3344_SGB4424"
"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB2999","GGB2999_SGB3990"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_disporicum"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4604","GGB4604_SGB6371"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_SGB47280"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB9582","GGB9582_SGB15000"
